sale_id,sale_date,product_id,quantity,customer_id,discount_applied,payment_method ,discount_percent
1298,2024-04-04,19,2,191,No,Online,0.0
1299,2024-05-08,18,2,222,No,Online,0.0
1300,2024-10-15,5,2,221,No,Online,0.0
1301,2024-06-28,70,2,315,No,Card,0.0
1302,2024-06-20,43,3,231,Yes,Cash,0.09
1303,2024-02-22,65,2,181,No,Card,0.0
1304,2024-04-18,27,1,96,No,Online,0.0
1305,2024-07-23,55,3,104,No,Card,0.0
1306,2024-09-18,31,2,309,No,Card,0.0
1307,2024-08-20,27,2,195,No,Cash,0.0
1308,2024-01-25,95,3,164,No,Online,0.0
1309,2024-04-03,59,3,196,No,Card,0.0
1310,2024-03-14,106,3,288,No,Online,0.0
1311,2024-09-23,50,2,137,No,Cash,0.0
1312,2024-02-22,26,1,229,No,Online,0.0
1313,2024-03-18,93,3,27,No,Online,0.0
1314,2024-07-29,27,2,115,No,Cash,0.0
1315,2024-08-02,90,3,139,No,Cash,0.0
1316,2024-03-10,17,1,168,Yes,Online,0.09
1317,2024-05-06,30,3,234,No,Online,0.0
1318,2024-05-19,101,2,219,Yes,Cash,0.1
1319,2024-10-01,66,2,45,Yes,Online,0.02
1320,2024-03-27,36,1,271,No,Online,0.0
1321,2024-04-27,74,2,165,No,Card,0.0
1322,2024-07-01,38,3,259,No,Online,0.0
1323,2024-04-04,35,1,231,No,Online,0.0
1324,2024-11-17,30,2,266,No,Card,0.0
1325,2024-09-02,63,3,280,No,Card,0.0
1326,2024-04-06,84,2,65,Yes,Cash,0.06
1327,2024-07-21,88,1,265,No,Cash,0.0
1328,2024-12-21,69,3,47,No,Online,0.0
1329,2024-06-19,109,2,238,No,Online,0.0
1330,2024-11-09,26,1,119,No,Online,0.0
1331,2024-03-22,17,3,147,No,Card,0.0
1332,2024-11-08,42,3,84,No,Online,0.0
1333,2024-07-18,108,2,173,No,Card,0.0
1334,2024-04-05,8,1,188,No,Cash,0.0
1335,2024-05-28,73,2,17,Yes,Cash,0.05
1336,2024-06-07,16,1,317,No,Card,0.0
1337,2024-02-06,73,2,79,No,Cash,0.0
1338,2024-06-24,39,1,225,Yes,Cash,0.09
1339,2024-08-10,73,2,213,Yes,Card,0.03
1340,2024-10-07,50,2,292,No,Card,0.0
1341,2024-10-13,18,1,6,Yes,Cash,0.08
1342,2024-12-12,88,3,77,No,Online,0.0
1343,2024-10-10,61,2,10,No,Card,0.0
1344,2024-12-25,95,1,133,No,Card,0.0
1345,2024-01-07,107,1,227,Yes,Card,0.04
1346,2024-08-28,80,3,61,No,Cash,0.0
1347,2024-09-11,111,3,267,Yes,Card,0.02
1348,2024-06-01,1,3,108,No,Card,0.0
1349,2024-11-19,37,1,43,No,Card,0.0
1350,2024-11-08,9,1,307,No,Online,0.0
1351,2024-10-19,19,1,310,Yes,Online,0.05
1352,2024-10-03,30,1,308,No,Cash,0.0
1353,2024-03-02,46,3,138,No,Card,0.0
1354,2024-02-21,24,2,27,No,Card,0.0
1355,2024-05-12,35,2,63,No,Online,0.0
1356,2024-02-14,85,1,98,No,Card,0.0
1357,2024-10-25,94,1,144,No,Card,0.0
1358,2024-03-21,111,1,283,No,Online,0.0
1359,2024-07-04,35,1,162,No,Online,0.0
1360,2024-12-25,45,2,95,Yes,Card,0.04
1361,2024-04-12,24,3,247,No,Cash,0.0
1362,2024-06-22,55,3,11,No,Cash,0.0
1363,2024-03-20,106,2,75,No,Cash,0.0
1364,2024-12-10,75,1,276,No,Card,0.0
1365,2024-04-17,15,1,173,No,Online,0.0
1366,2024-02-02,87,1,203,No,Card,0.0
1367,2024-01-30,18,3,239,No,Cash,0.0
1368,2024-01-04,48,1,12,No,Card,0.0
1369,2024-04-07,55,2,254,No,Online,0.0
1370,2024-10-25,11,3,273,No,Cash,0.0
1371,2024-12-08,63,3,56,No,Card,0.0
1372,2024-12-24,40,2,77,No,Card,0.0
1373,2024-04-06,85,1,85,No,Cash,0.0
1374,2024-10-09,45,1,178,Yes,Online,0.05
1375,2024-02-25,55,1,291,No,Card,0.0
1376,2024-05-18,112,2,97,No,Cash,0.0
1377,2024-06-12,82,2,11,Yes,Card,0.05
1378,2024-03-10,13,3,323,No,Card,0.0
1379,2024-06-23,56,3,174,No,Card,0.0
1380,2024-01-19,52,3,200,No,Card,0.0
1381,2024-12-18,51,3,295,No,Card,0.0
1382,2024-05-07,5,3,245,No,Card,0.0
1383,2024-01-06,99,3,276,No,Cash,0.0
1384,2024-05-24,7,2,13,No,Card,0.0
1385,2024-02-24,71,2,90,No,Online,0.0
1386,2024-08-05,108,3,117,No,Online,0.0
1387,2024-02-27,20,3,232,No,Card,0.0
1388,2024-12-14,49,3,207,No,Card,0.0
1389,2024-04-15,14,1,188,No,Card,0.0
1390,2024-08-03,110,2,226,No,Online,0.0
1391,2024-11-20,58,2,192,No,Cash,0.0
1392,2024-07-20,10,1,121,No,Online,0.0
1393,2024-10-07,114,3,100,No,Cash,0.0
1394,2024-03-11,24,2,7,No,Card,0.0
1395,2024-03-31,20,1,22,No,Card,0.0
1396,2024-12-28,95,2,226,No,Cash,0.0
1397,2024-12-19,15,2,122,No,Cash,0.0
1398,2024-01-12,29,2,26,Yes,Online,0.09
1399,2024-05-14,42,1,310,No,Online,0.0
1400,2024-02-29,30,2,93,No,Card,0.0
1401,2024-01-05,24,2,228,No,Cash,0.0
1402,2024-01-09,4,3,312,No,Card,0.0
1403,2024-06-17,86,3,249,Yes,Online,0.09
1404,2024-11-18,76,1,144,No,Online,0.0
1405,2024-04-16,26,1,63,No,Card,0.0
1406,2024-03-25,69,3,6,No,Online,0.0
1407,2024-09-04,91,1,310,No,Cash,0.0
1408,2024-02-10,81,1,206,No,Online,0.0
1409,2024-07-25,82,2,119,No,Cash,0.0
1410,2024-03-13,55,2,42,No,Card,0.0
1411,2024-02-21,89,1,63,No,Cash,0.0
1412,2024-06-13,99,2,154,No,Card,0.0
1413,2024-06-19,52,2,223,No,Card,0.0
1414,2024-07-18,14,2,55,No,Online,0.0
1415,2024-10-15,18,1,170,No,Cash,0.0
1416,2024-12-04,20,2,314,No,Online,0.0
1417,2024-12-02,111,3,45,No,Card,0.0
1418,2024-10-03,32,2,180,No,Cash,0.0
1419,2024-02-26,93,2,215,No,Online,0.0
1420,2024-01-23,110,2,17,No,Online,0.0
1421,2024-09-04,24,3,78,No,Cash,0.0
1422,2024-09-07,50,3,133,No,Card,0.0
1423,2024-06-12,58,1,38,No,Cash,0.0
1424,2024-10-22,90,3,268,No,Cash,0.0
1425,2024-10-01,18,3,57,Yes,Online,0.07
1426,2024-12-07,48,2,46,No,Card,0.0
1427,2024-01-22,77,2,224,Yes,Online,0.09
1428,2024-06-14,85,2,46,No,Card,0.0
1429,2024-09-06,32,3,74,No,Online,0.0
1430,2024-12-15,41,2,137,No,Card,0.0
1431,2024-09-22,37,1,99,Yes,Online,0.07
1432,2024-01-08,4,3,126,No,Cash,0.0
1433,2024-12-22,13,2,54,Yes,Cash,0.08
1434,2024-08-31,20,1,149,No,Cash,0.0
1435,2024-10-04,34,2,322,Yes,Online,0.02
1436,2024-02-26,26,3,121,No,Card,0.0
1437,2024-03-25,96,3,160,No,Card,0.0
1438,2024-06-19,79,2,243,Yes,Online,0.09
1439,2024-04-19,84,2,47,Yes,Card,0.09
1440,2024-11-13,52,1,100,No,Cash,0.0
1441,2024-03-05,28,3,317,No,Online,0.0
1442,2024-01-02,33,3,227,No,Online,0.0
1443,2024-04-06,89,3,82,No,Card,0.0
1444,2024-02-14,99,2,13,No,Cash,0.0
1445,2024-07-17,18,3,315,No,Online,0.0
1446,2024-12-12,40,1,118,No,Card,0.0
1447,2024-10-02,27,2,212,No,Cash,0.0
1448,2024-03-18,70,2,231,No,Online,0.0
1449,2024-02-17,93,1,222,Yes,Cash,0.03
1450,2024-02-02,47,3,310,No,Card,0.0
1451,2024-10-05,32,2,75,No,Card,0.0
1452,2024-04-13,18,3,137,No,Card,0.0
1453,2024-11-21,31,3,33,No,Cash,0.0
1454,2024-04-30,49,2,126,No,Cash,0.0
1455,2024-05-13,7,1,28,No,Online,0.0
1456,2024-07-06,51,1,112,No,Card,0.0
1457,2024-06-09,38,2,290,No,Card,0.0
1458,2024-01-24,19,2,254,Yes,Card,0.02
1459,2024-03-18,16,1,164,No,Cash,0.0
1460,2024-10-25,62,2,239,No,Card,0.0
1461,2024-11-04,29,1,188,No,Online,0.0
1462,2024-01-27,36,3,109,No,Card,0.0
1463,2024-03-15,92,3,15,No,Online,0.0
1464,2024-02-26,18,2,113,No,Cash,0.0
1465,2024-12-31,37,2,15,No,Cash,0.0
1466,2024-10-27,33,2,40,No,Online,0.0
1467,2024-11-11,91,1,221,No,Cash,0.0
1468,2024-02-16,81,1,210,No,Card,0.0
1469,2024-07-14,8,2,189,Yes,Online,0.04
1470,2024-10-12,59,2,177,No,Online,0.0
1471,2024-03-31,37,1,310,No,Card,0.0
1472,2024-12-07,79,2,55,No,Card,0.0
1473,2024-06-10,58,2,223,No,Online,0.0
1474,2024-03-05,79,3,231,No,Online,0.0
1475,2024-08-19,17,1,241,No,Cash,0.0
1476,2024-07-21,12,1,307,No,Online,0.0
1477,2024-10-18,113,3,174,No,Card,0.0
1478,2024-08-16,22,2,292,Yes,Card,0.04
1479,2024-09-19,31,2,72,Yes,Card,0.07
1480,2024-08-09,56,2,136,No,Card,0.0
1481,2024-11-24,72,1,241,No,Online,0.0
1482,2024-02-21,78,2,285,No,Card,0.0
1483,2024-08-19,68,2,170,No,Cash,0.0
1484,2024-03-22,18,1,228,No,Cash,0.0
1485,2024-05-22,82,2,146,Yes,Card,0.1
1486,2024-10-23,85,2,1,Yes,Cash,0.08
1487,2024-06-24,15,3,212,No,Card,0.0
1488,2024-06-20,4,2,297,No,Card,0.0
1489,2024-05-15,111,3,183,No,Card,0.0
1490,2024-09-17,77,1,153,No,Card,0.0
1491,2024-10-19,38,3,141,No,Card,0.0
1492,2024-05-19,100,1,8,No,Card,0.0
1493,2024-10-30,41,3,39,No,Online,0.0
1494,2024-07-20,90,1,45,No,Card,0.0
1495,2024-02-02,8,1,263,No,Online,0.0
1496,2024-07-22,43,1,91,No,Cash,0.0
1497,2024-06-03,90,1,152,No,Online,0.0
1498,2024-09-22,41,2,21,No,Cash,0.0
1499,2024-09-19,3,3,90,No,Cash,0.0
1500,2024-10-04,70,1,126,No,Online,0.0
1501,2024-02-06,91,1,248,Yes,Online,0.02
1502,2024-05-01,84,2,321,No,Online,0.0
1503,2024-03-19,62,1,147,No,Cash,0.0
1504,2024-10-22,29,3,320,Yes,Card,0.05
1505,2024-07-10,12,1,104,No,Cash,0.0
1506,2024-05-18,47,2,278,No,Cash,0.0
1507,2024-01-10,2,3,79,No,Card,0.0
1508,2024-11-19,48,2,54,No,Cash,0.0
1509,2024-03-29,59,3,182,Yes,Card,0.07
1510,2024-03-28,37,2,34,No,Card,0.0
1511,2024-02-19,18,3,312,No,Online,0.0
1512,2024-05-29,101,3,40,No,Cash,0.0
1513,2024-08-06,39,3,18,Yes,Online,0.09
1514,2024-07-10,66,2,212,No,Cash,0.0
1515,2024-11-02,71,1,137,No,Card,0.0
1516,2024-10-12,63,1,57,No,Card,0.0
1517,2024-01-23,75,2,14,No,Cash,0.0
1518,2024-10-29,58,2,269,No,Card,0.0
1519,2024-12-04,28,3,223,No,Card,0.0
1520,2024-12-31,80,2,152,No,Online,0.0
1521,2024-10-17,78,2,151,No,Card,0.0
1522,2024-03-29,84,2,13,No,Card,0.0
1523,2024-11-05,67,1,233,No,Card,0.0
1524,2024-12-22,74,2,190,No,Card,0.0
1525,2024-03-22,90,1,294,No,Cash,0.0
1526,2024-06-30,93,1,31,No,Cash,0.0
1527,2024-04-16,70,3,113,No,Online,0.0
1528,2024-05-09,65,3,45,No,Online,0.0
1529,2024-10-19,3,3,192,No,Online,0.0
1530,2024-02-29,99,1,46,No,Online,0.0
1531,2024-03-13,22,1,291,No,Cash,0.0
1532,2024-07-18,63,1,299,No,Cash,0.0
1533,2024-06-24,85,3,99,No,Cash,0.0
1534,2024-12-14,84,1,282,Yes,Card,0.09
1535,2024-09-02,109,2,309,No,Card,0.0
1536,2024-02-21,71,2,113,No,Online,0.0
1537,2024-09-09,83,3,228,Yes,Card,0.04
1538,2024-08-28,61,3,241,No,Card,0.0
1539,2024-05-22,68,1,123,No,Card,0.0
1540,2024-11-16,5,2,143,Yes,Online,0.05
1541,2024-04-25,100,1,264,No,Card,0.0
1542,2024-06-02,107,2,195,Yes,Online,0.09
1543,2024-11-12,71,1,168,No,Card,0.0
1544,2024-12-10,50,1,316,No,Online,0.0
1545,2024-02-28,8,2,143,No,Cash,0.0
1546,2024-06-14,90,3,178,No,Cash,0.0
1547,2024-11-18,113,2,80,No,Online,0.0
1548,2024-08-14,8,1,50,No,Online,0.0
1549,2024-05-27,109,1,6,No,Cash,0.0
1550,2024-08-10,21,1,219,No,Cash,0.0
1551,2024-04-14,87,2,204,No,Card,0.0
1552,2024-06-17,38,1,112,No,Cash,0.0
1553,2024-07-13,14,3,230,No,Cash,0.0
1554,2024-03-08,39,2,129,No,Card,0.0
1555,2024-09-08,24,2,217,No,Cash,0.0
1556,2024-09-02,45,3,176,No,Online,0.0
1557,2024-12-08,15,3,319,No,Cash,0.0
1558,2024-01-30,88,1,37,No,Online,0.0
1559,2024-06-06,29,1,248,No,Online,0.0
1560,2024-10-09,104,3,133,No,Online,0.0
1561,2024-07-09,6,3,68,Yes,Cash,0.07
1562,2024-11-08,94,3,193,No,Cash,0.0
1563,2024-12-28,24,1,131,No,Online,0.0
1564,2024-05-15,54,1,160,No,Online,0.0
1565,2024-09-19,26,2,98,No,Online,0.0
1566,2024-02-10,66,2,317,No,Online,0.0
1567,2024-06-13,97,1,248,No,Cash,0.0
1568,2024-02-03,35,3,278,No,Cash,0.0
1569,2024-12-09,80,1,7,Yes,Online,0.1
1570,2024-05-24,58,3,303,Yes,Card,0.05
1571,2024-04-28,98,3,282,No,Card,0.0
1572,2024-08-31,82,2,238,Yes,Cash,0.05
1573,2024-11-15,18,3,290,No,Online,0.0
1574,2024-11-02,69,2,159,Yes,Online,0.02
1575,2024-02-16,75,3,196,No,Online,0.0
1576,2024-12-08,84,2,3,No,Cash,0.0
1577,2024-04-12,63,1,115,No,Online,0.0
1578,2024-01-26,71,3,310,No,Cash,0.0
1579,2024-12-23,32,1,234,No,Card,0.0
1580,2024-02-09,18,1,1,No,Online,0.0
1581,2024-07-10,5,1,267,No,Online,0.0
1582,2024-06-05,28,2,85,No,Card,0.0
1583,2024-10-10,29,3,241,No,Online,0.0
1584,2024-12-26,23,3,241,No,Card,0.0
1585,2024-03-26,69,2,11,No,Card,0.0
1586,2024-12-23,67,1,90,No,Online,0.0
1587,2024-08-14,29,2,49,Yes,Cash,0.04
1588,2024-12-07,80,3,39,No,Card,0.0
1589,2024-03-19,28,1,232,No,Cash,0.0
1590,2024-01-17,18,2,101,No,Online,0.0
1591,2024-03-22,83,1,48,No,Online,0.0
1592,2024-06-02,107,3,97,Yes,Cash,0.07
1593,2024-06-28,75,1,134,No,Card,0.0
1594,2024-11-25,47,1,313,No,Card,0.0
1595,2024-09-23,110,2,309,No,Card,0.0
1596,2024-03-08,83,3,206,No,Card,0.0
1597,2024-11-07,86,2,115,No,Online,0.0
1598,2024-03-31,14,1,54,Yes,Card,0.06
1599,2024-07-15,15,1,199,No,Card,0.0
1600,2024-09-04,32,3,155,No,Cash,0.0
1601,2024-05-28,71,2,273,No,Card,0.0
1602,2024-07-28,71,3,315,No,Cash,0.0
1603,2024-02-26,91,2,231,No,Card,0.0
1604,2024-04-29,20,1,258,No,Cash,0.0
1605,2024-04-05,38,2,104,No,Cash,0.0
1606,2024-07-26,28,1,253,No,Card,0.0
1607,2024-01-23,34,3,147,No,Card,0.0
1608,2024-05-05,111,3,190,No,Online,0.0
1609,2024-05-17,55,2,117,No,Cash,0.0
1610,2024-06-10,91,1,56,Yes,Cash,0.03
1611,2024-11-11,61,3,48,No,Cash,0.0
1612,2024-09-03,92,3,83,No,Cash,0.0
1613,2024-09-03,112,2,41,No,Online,0.0
1614,2024-04-02,31,3,318,No,Card,0.0
1615,2024-07-07,91,2,96,No,Card,0.0
1616,2024-12-01,14,3,48,No,Online,0.0
1617,2024-07-28,105,3,257,No,Card,0.0
1618,2024-04-15,1,2,303,No,Cash,0.0
1619,2024-12-15,106,3,290,No,Card,0.0
1620,2024-11-11,54,1,247,Yes,Cash,0.03
1621,2024-02-22,59,1,123,No,Card,0.0
1622,2024-11-14,85,3,270,No,Card,0.0
1623,2024-01-22,103,2,79,No,Online,0.0
1624,2024-01-05,22,2,148,No,Cash,0.0
1625,2024-07-18,40,1,242,No,Online,0.0
1626,2024-08-03,20,3,325,No,Cash,0.0
1627,2024-07-09,72,2,124,No,Online,0.0
1628,2024-12-26,30,1,218,No,Online,0.0
1629,2024-02-25,10,2,231,No,Cash,0.0
1630,2024-02-08,32,1,254,Yes,Card,0.02
1631,2024-04-16,95,2,199,No,Card,0.0
1632,2024-02-04,61,3,292,No,Cash,0.0
1633,2024-05-30,41,3,318,Yes,Cash,0.07
1634,2024-02-06,21,1,108,No,Cash,0.0
1635,2024-01-23,31,2,41,No,Online,0.0
1636,2024-09-21,54,3,115,Yes,Cash,0.07
1637,2024-08-23,48,2,205,No,Card,0.0
1638,2024-10-04,1,2,64,No,Online,0.0
1639,2024-08-04,112,2,251,No,Online,0.0
1640,2024-09-24,6,1,199,No,Online,0.0
1641,2024-03-29,9,1,45,No,Card,0.0
1642,2024-09-12,33,3,155,Yes,Card,0.01
1643,2024-11-19,66,3,101,No,Card,0.0
1644,2024-11-01,86,2,233,Yes,Cash,0.02
1645,2024-06-24,112,2,154,Yes,Cash,0.08
1646,2024-02-22,103,2,142,No,Online,0.0
1647,2024-07-16,15,1,198,No,Card,0.0
1648,2024-05-31,95,2,265,No,Card,0.0
1649,2024-08-09,74,3,233,No,Online,0.0
1650,2024-02-12,72,3,304,No,Cash,0.0
1651,2024-03-14,20,3,140,No,Cash,0.0
1652,2024-07-05,96,2,192,No,Card,0.0
1653,2024-07-02,10,1,230,No,Card,0.0
1654,2024-02-17,76,3,40,Yes,Online,0.08
1655,2024-04-14,105,1,154,No,Online,0.0
1656,2024-05-21,5,2,180,Yes,Card,0.03
1657,2024-03-10,48,2,222,No,Card,0.0
1658,2024-12-15,106,3,65,No,Cash,0.0
1659,2024-11-04,46,3,91,No,Cash,0.0
1660,2024-08-02,58,3,284,No,Online,0.0
1661,2024-05-05,64,1,98,No,Cash,0.0
1662,2024-12-10,6,2,300,No,Cash,0.0
1663,2024-10-25,74,3,235,No,Card,0.0
1664,2024-06-19,113,1,254,No,Online,0.0
1665,2024-01-07,67,2,71,No,Cash,0.0
1666,2024-09-05,40,2,37,No,Card,0.0
1667,2024-08-09,3,1,78,No,Online,0.0
1668,2024-11-07,29,3,35,No,Online,0.0
1669,2024-03-14,109,2,240,Yes,Online,0.03
1670,2024-06-28,42,2,223,Yes,Card,0.06
1671,2024-09-13,89,2,149,Yes,Card,0.06
1672,2024-08-26,32,1,287,No,Online,0.0
1673,2024-08-29,30,3,143,No,Cash,0.0
1674,2024-01-24,94,3,176,No,Cash,0.0
1675,2024-03-07,68,3,13,No,Cash,0.0
1676,2024-05-12,28,2,290,No,Cash,0.0
1677,2024-11-27,99,2,78,No,Cash,0.0
1678,2024-04-25,2,1,172,No,Online,0.0
1679,2024-04-30,60,3,185,No,Cash,0.0
1680,2024-12-12,52,1,133,No,Online,0.0
1681,2024-09-29,68,1,247,No,Online,0.0
1682,2024-05-09,29,3,158,Yes,Online,0.01
1683,2024-05-28,68,1,279,No,Card,0.0
1684,2024-01-14,32,2,293,No,Online,0.0
1685,2024-12-19,102,1,68,No,Card,0.0
1686,2024-04-16,98,2,144,Yes,Card,0.03
1687,2024-04-27,81,2,89,No,Card,0.0
1688,2024-08-07,48,1,291,Yes,Cash,0.04
1689,2024-11-25,47,3,294,No,Card,0.0
1690,2024-04-22,94,1,274,No,Card,0.0
1691,2024-03-24,81,2,126,No,Online,0.0
1692,2024-12-03,13,3,269,No,Card,0.0
1693,2024-08-02,9,3,94,No,Online,0.0
1694,2024-04-23,66,3,81,No,Cash,0.0
1695,2024-03-18,44,2,128,No,Cash,0.0
1696,2024-08-24,33,3,107,No,Cash,0.0
1697,2024-09-20,55,3,250,No,Card,0.0
1698,2024-09-30,23,3,87,Yes,Online,0.01
1699,2024-08-02,3,1,98,No,Cash,0.0
1700,2024-02-08,55,3,313,No,Cash,0.0
1701,2024-12-02,100,1,278,No,Cash,0.0
1702,2024-06-20,82,3,264,Yes,Online,0.06
1703,2024-07-28,101,2,217,No,Card,0.0
1704,2024-02-16,28,3,147,No,Cash,0.0
1705,2024-01-28,75,2,85,No,Online,0.0
1706,2024-08-24,53,3,187,No,Cash,0.0
1707,2024-02-19,79,3,36,No,Card,0.0
1708,2024-07-28,62,1,43,Yes,Card,0.02
1709,2024-09-10,5,2,292,Yes,Card,0.02
1710,2024-05-18,53,2,238,No,Cash,0.0
1711,2024-01-30,84,3,176,No,Card,0.0
1712,2024-12-12,11,3,257,No,Online,0.0
1713,2024-10-01,80,3,80,No,Card,0.0
1714,2024-03-27,80,3,255,Yes,Online,0.02
1715,2024-10-16,28,1,119,No,Online,0.0
1716,2024-01-01,32,2,202,No,Online,0.0
1717,2024-04-27,66,3,22,No,Card,0.0
1718,2024-06-14,94,2,227,No,Cash,0.0
1719,2024-07-17,8,1,57,No,Online,0.0
1720,2024-03-27,105,1,280,No,Card,0.0
1721,2024-03-28,45,2,206,Yes,Online,0.02
1722,2024-03-09,39,3,253,No,Cash,0.0
1723,2024-03-03,62,1,7,No,Online,0.0
1724,2024-06-17,44,1,230,No,Cash,0.0
1725,2024-11-05,29,1,104,No,Online,0.0
1726,2024-09-11,87,3,135,No,Online,0.0
1727,2024-12-03,62,2,282,No,Online,0.0
1728,2024-02-15,103,3,160,No,Card,0.0
1729,2024-12-02,19,1,259,No,Cash,0.0
1730,2024-05-09,9,3,223,No,Cash,0.0
1731,2024-10-16,37,2,315,No,Card,0.0
1732,2024-05-17,92,3,310,No,Online,0.0
1733,2024-11-16,110,3,195,No,Online,0.0
1734,2024-07-20,8,1,222,No,Online,0.0
1735,2024-11-11,84,1,165,No,Online,0.0
1736,2024-03-26,56,1,11,No,Card,0.0
1737,2024-03-23,93,1,222,No,Card,0.0
1738,2024-01-20,112,1,266,No,Online,0.0
1739,2024-01-29,25,3,32,No,Card,0.0
1740,2024-12-21,22,3,43,No,Cash,0.0
1741,2024-08-08,71,2,272,Yes,Card,0.09
1742,2024-01-25,41,1,137,No,Cash,0.0
1743,2024-01-18,115,3,272,No,Online,0.0
1744,2024-04-28,63,2,124,No,Cash,0.0
1745,2024-04-18,115,3,200,No,Online,0.0
1746,2024-11-07,17,3,65,No,Cash,0.0
1747,2024-11-04,27,3,105,No,Card,0.0
1748,2024-02-09,32,2,163,No,Online,0.0
1749,2024-09-17,66,1,154,No,Card,0.0
1750,2024-06-17,70,1,5,Yes,Card,0.04
1751,2024-01-12,107,2,268,No,Online,0.0
1752,2024-06-03,22,3,304,No,Card,0.0
1753,2024-06-06,54,1,220,No,Cash,0.0
1754,2024-05-18,69,2,26,No,Card,0.0
1755,2024-04-26,73,2,319,Yes,Cash,0.06
1756,2024-12-09,63,2,200,No,Cash,0.0
1757,2024-04-10,56,2,309,Yes,Online,0.07
1758,2024-07-19,95,1,235,No,Online,0.0
1759,2024-11-07,8,2,170,Yes,Online,0.05
1760,2024-06-26,62,1,113,No,Online,0.0
1761,2024-02-13,36,3,157,No,Cash,0.0
1762,2024-02-20,105,2,117,No,Cash,0.0
1763,2024-05-15,23,1,47,No,Card,0.0
1764,2024-07-24,78,2,324,No,Card,0.0
1765,2024-02-24,8,3,178,No,Card,0.0
1766,2024-07-28,27,3,125,No,Cash,0.0
1767,2024-10-25,2,3,32,No,Card,0.0
1768,2024-09-02,44,1,153,No,Card,0.0
1769,2024-12-10,39,3,199,No,Cash,0.0
1770,2024-10-22,75,3,2,Yes,Cash,0.03
1771,2024-05-29,15,1,127,No,Card,0.0
1772,2024-02-07,68,2,316,No,Online,0.0
1773,2024-02-10,17,2,128,No,Cash,0.0
1774,2024-10-08,66,2,99,No,Online,0.0
1775,2024-08-13,114,1,232,Yes,Cash,0.04
1776,2024-12-09,55,3,143,Yes,Cash,0.04
1777,2024-08-18,60,3,104,No,Card,0.0
1778,2024-04-28,71,1,43,No,Online,0.0
1779,2024-05-13,7,1,190,No,Cash,0.0
1780,2024-06-28,15,3,252,No,Cash,0.0
1781,2024-10-14,62,3,222,No,Cash,0.0
1782,2024-04-18,69,2,62,No,Card,0.0
1783,2024-09-15,109,3,30,Yes,Online,0.01
1784,2024-11-23,73,2,27,No,Cash,0.0
1785,2024-08-24,94,2,69,Yes,Card,0.03
1786,2024-02-04,35,2,16,No,Card,0.0
1787,2024-05-15,99,3,284,No,Online,0.0
1788,2024-08-19,107,3,274,Yes,Card,0.07
1789,2024-01-13,70,3,117,No,Card,0.0
1790,2024-05-26,11,3,38,No,Online,0.0
1791,2024-06-10,113,1,220,No,Card,0.0
1792,2024-07-05,31,1,207,Yes,Card,0.04
1793,2024-02-08,33,1,115,Yes,Online,0.04
1794,2024-10-24,73,1,176,No,Card,0.0
1795,2024-11-23,107,3,209,No,Cash,0.0
1796,2024-07-31,97,2,115,Yes,Cash,0.09
1797,2024-07-05,100,2,230,Yes,Online,0.09
1798,2024-03-17,22,3,304,No,Online,0.0
1799,2024-03-18,30,3,90,No,Online,0.0
1800,2024-10-21,37,2,240,No,Online,0.0
1801,2024-02-07,41,1,144,Yes,Cash,0.04
1802,2024-10-17,13,1,173,No,Cash,0.0
1803,2024-06-18,6,3,23,No,Card,0.0
1804,2024-07-17,4,1,94,No,Card,0.0
1805,2024-01-24,1,2,104,No,Card,0.0
1806,2024-06-21,59,2,110,No,Online,0.0
1807,2024-12-14,85,3,36,No,Card,0.0
1808,2024-01-30,45,2,75,No,Card,0.0
1809,2024-05-14,18,1,291,No,Card,0.0
1810,2024-11-09,95,3,53,No,Cash,0.0
1811,2024-07-15,19,2,138,Yes,Card,0.04
1812,2024-01-26,95,2,76,No,Cash,0.0
1813,2024-12-02,55,1,177,No,Cash,0.0
1814,2024-05-29,16,2,79,No,Card,0.0
1815,2024-10-31,77,2,64,No,Card,0.0
1816,2024-11-08,30,1,74,No,Cash,0.0
1817,2024-07-04,52,3,289,No,Online,0.0
1818,2024-01-31,11,1,142,No,Online,0.0
1819,2024-08-07,103,1,205,No,Card,0.0
1820,2024-11-30,20,1,135,No,Cash,0.0
1821,2024-10-29,76,3,187,No,Online,0.0
1822,2024-07-14,10,2,150,No,Cash,0.0
1823,2024-01-01,60,3,258,No,Online,0.0
1824,2024-06-20,22,2,224,Yes,Cash,0.06
1825,2024-05-06,38,3,273,No,Card,0.0
1826,2024-05-13,90,1,239,No,Online,0.0
1827,2024-09-29,46,3,165,No,Online,0.0
1828,2024-07-20,84,3,153,Yes,Card,0.02
1829,2024-02-21,82,1,260,No,Online,0.0
1830,2024-01-06,67,3,189,No,Card,0.0
1831,2024-05-13,115,1,85,No,Online,0.0
1832,2024-01-15,46,3,283,Yes,Card,0.06
1833,2024-08-06,9,1,147,No,Card,0.0
1834,2024-05-25,44,1,73,No,Card,0.0
1835,2024-07-11,29,2,154,Yes,Card,0.07
1836,2024-09-15,91,3,104,No,Card,0.0
1837,2024-04-20,1,1,18,No,Cash,0.0
1838,2024-05-17,30,2,212,No,Card,0.0
1839,2024-09-07,60,1,6,No,Online,0.0
1840,2024-09-27,9,2,71,Yes,Card,0.03
1841,2024-02-07,98,1,280,No,Card,0.0
